ID,energy
7475,-97.16696
8126,-77.40752
6986,-70.69667
7252,-72.45804
7830,-73.37724
7190,-77.4567
7989,-79.8098
7890,-68.26826
8080,-95.36254
7601,-80.2164
7259,-90.61938
6955,-84.277824
8185,-74.380165
6928,-90.29941
7275,-73.06802
7791,-83.0193
7091,-72.61867
6806,-82.74779
8023,-89.42494
8098,-90.15919
7816,-71.560524
8032,-74.907684
7793,-69.70701
7702,-78.603455
7364,-97.18189
6685,-84.2262
8172,-91.11857
7235,-60.714066
7148,-77.42126
7884,-76.94673
7188,-72.46692
7411,-83.73165
7068,-64.96884
7501,-83.71014
7043,-71.47257
6911,-77.528755
8168,-97.73564
7570,-74.84414
7231,-78.33906
7025,-77.63307
6848,-84.41223
7184,-84.05516
7223,-68.81596
7220,-91.30969
6656,-69.03413
8141,-90.184
8181,-68.047714
8088,-49.588383
7629,-97.59589
6908,-82.16509
7135,-70.86121
7915,-75.650986
7883,-77.029335
7240,-64.54863
7706,-78.98345
7027,-75.98315
7926,-58.84006
7263,-77.89279
7647,-65.482864
6815,-89.094444
6909,-68.13808
6919,-83.85496
8073,-81.99871
7261,-71.97262
6872,-83.54572
7649,-84.81825
7782,-60.564262
7087,-90.09756
7493,-68.72923
6884,-69.120926
6916,-84.44162
7013,-70.40836
6990,-64.46392
6611,-84.4566
7736,-83.65906
8012,-83.323326
7258,-90.56075
6821,-72.704216
7548,-68.84232
7138,-89.38521
7313,-64.20116
6595,-55.48479
7459,-91.292015
7288,-84.74564
7775,-67.85609
6702,-75.421326
6670,-59.003044
7476,-83.839485
7503,-76.87375
7888,-76.781
7539,-75.56745
7167,-68.38342
7471,-83.882034
7333,-72.190216
8036,-72.690735
7020,-56.58461
6932,-62.262127
7074,-84.22588
8234,-71.02497
6890,-74.90908
7541,-85.15432
7440,-59.748535
7039,-69.545456
7854,-90.27087
7484,-67.42718
7099,-78.974
7122,-74.29825
7760,-90.43234
7977,-72.59741
8145,-90.19781
7987,-53.70252
7046,-72.19672
7712,-74.318306
7863,-90.63497
7651,-66.34764
7212,-76.35634
8179,-73.46998
7061,-103.50953
7017,-83.33934
8100,-97.32867
7292,-70.83563
7304,-69.47502
6705,-84.00018
8063,-73.29233
7618,-85.18116
7051,-90.09979
6601,-66.790794
7981,-89.11399
7956,-61.19962
7505,-70.70008
8075,-97.09086
7024,-75.787315
7843,-91.71984
6862,-71.26526
8220,-75.07586
7056,-97.930595
7454,-76.41513
7569,-84.37344
