ID,energy
7475,-97.33279819302459
8126,-78.00732609052409
6986,-71.28980425540556
7252,-71.6525233255719
7830,-73.39083018694271
7190,-78.1580413373207
7989,-79.68091702815343
7890,-64.66946745459188
8080,-97.4707063378786
7601,-79.94489193503011
7259,-91.27490813080419
6955,-83.364518260399
8185,-74.62896122951258
6928,-89.85639694128383
7275,-72.30075470339705
7791,-84.94081728700746
7091,-71.01700726319302
6806,-84.24041914735187
8023,-89.68457980994333
8098,-91.18695233557571
7816,-69.18559543956269
8032,-74.17354224231292
7793,-70.52601185236324
7702,-76.70486684311379
7364,-97.79155390318681
6685,-84.03567398134817
8172,-90.89941553939332
7235,-58.29394336585153
7148,-75.43030611220945
7884,-75.52714804355253
7188,-73.19118166510214
7411,-83.96311031822313
7068,-66.2486930767094
7501,-83.88462891970028
7043,-72.20829047803034
6911,-77.35250431094516
8168,-95.62695332784403
7570,-74.79502120409359
7231,-77.35162327047635
7025,-76.31655090097536
6848,-83.43373290244688
7184,-83.32440858874668
7223,-67.83428784627665
7220,-91.4353222677504
6656,-71.10876874979783
8141,-90.50912684742559
8181,-67.8755093457197
8088,-50.71237543346558
7629,-97.16511313040007
6908,-80.68971880693186
7135,-71.30467053856898
7915,-78.22120259124983
7883,-74.76491683889378
7240,-66.26537599954952
7706,-79.55037682298769
7027,-78.22877999935497
7926,-60.50210226960678
7263,-75.8633553439771
7647,-69.12539542261709
6815,-86.66635152865399
6909,-71.0736478174125
6919,-83.65555878523935
8073,-82.96641260925878
7261,-74.35930364374269
6872,-83.94329499248613
7649,-83.86279853601206
7782,-59.26834825966705
7087,-90.34153730962623
7493,-69.33540799822856
6884,-69.82871914822806
6916,-85.46490864251007
7013,-71.99569621477474
6990,-65.78880050573696
6611,-84.1560991907512
7736,-82.53267401997198
8012,-84.42621225286473
7258,-90.98615363780607
6821,-71.84084067288984
7548,-70.0836806817
7138,-89.37227432225097
7313,-67.52027813140501
6595,-56.941468949245404
7459,-91.2005345167612
7288,-85.08461063895572
7775,-70.60863308776368
6702,-73.56153642554034
6670,-57.43304981738527
7476,-83.8855749255066
7503,-78.0051807368194
7888,-77.22953702677239
7539,-76.24121630732168
7167,-70.60402148757328
7471,-86.06741975788225
7333,-73.41501203719724
8036,-70.83718682620872
7020,-55.927134221235406
6932,-62.361212950015556
7074,-83.22258503530372
8234,-70.08782814610947
6890,-74.30647525731672
7541,-82.9128690863048
7440,-59.296480458045494
7039,-68.46802205387701
7854,-89.88926861230482
7484,-68.80754535813082
7099,-77.29659970645059
7122,-74.662648675779
7760,-90.29762537200202
7977,-70.97525983657886
8145,-90.98312046919216
7987,-55.28403522800852
7046,-74.3460981192087
7712,-73.9297959635054
7863,-89.93916768375982
7651,-65.49303189460386
7212,-77.5129089111482
8179,-69.49972442332853
7061,-102.60967644658137
7017,-85.3462107049321
8100,-97.5515108246376
7292,-68.66030355338205
7304,-70.97030851412762
6705,-83.14357518200029
8063,-73.81142431851674
7618,-84.27392861787428
7051,-91.02704789471079
6601,-66.19826868344296
7981,-90.71256758813013
7956,-60.38298539985169
7505,-72.19115973431815
8075,-97.24160235543002
7024,-78.7121336923932
7843,-88.84316046331276
6862,-70.39847978372325
8220,-74.77193609047879
7056,-97.28534676302422
7454,-77.21552307699073
7569,-84.74712262097944
7922,-83.02203985098947
7604,-81.36449776757706
6739,-74.66016874257673
7662,-77.68732775915612
7139,-83.8797241354381
6664,-96.26838376727153
7264,-72.98892432246555
8111,-91.7579807097112
6888,-90.39135931227554
8163,-74.18453361634363
8065,-84.0861190387999
7426,-59.82421363312949
7228,-61.543999178150784
7227,-78.38839184288133
7497,-98.21680370234151
6992,-53.67717306856264
7535,-77.11737749520887
7186,-70.39226424489368
7908,-65.81989653948892
7794,-79.53607767615665
7085,-68.16721156034816
7866,-48.911926316844415
6701,-62.48068505134631
6935,-89.30524504166294
7962,-72.31051229480852
7193,-84.39215955678571
8190,-59.72479335013975
7636,-45.75199436191667
7234,-70.25371256265987
7724,-74.6479563469087
7798,-90.46129451487411
7555,-97.19250194151152
7514,-89.44583443533827
6679,-73.60870808903326
7255,-76.94003877397824
8074,-63.07455625552882
6694,-64.99255778435816
7195,-96.9897199494784
6654,-83.61427440662135
6834,-73.05812536720384
7786,-73.37500659544219
7209,-89.20108398590435
6631,-69.3031639287268
7935,-95.78032101858605
8147,-91.84955638814915
7749,-89.85165754128445
6710,-73.93914653342415
7185,-89.95900625903357
6751,-79.99204154480447
7404,-90.19614938814391
7653,-69.79345027152647
7038,-103.789312964121
7605,-73.06930675152887
8000,-84.09490833971847
7725,-52.76630175654043
7453,-70.74289604816784
6711,-74.48918521199573
7519,-91.21382329967071
6898,-67.92790794167865
8089,-79.01728854123701
7424,-33.92099457029451
6616,-89.88982895929564
8184,-73.06746297124971
6813,-65.23638105560292
6901,-98.6346861457472
7722,-47.69620684329618
6809,-54.60635617170681
7690,-89.84368782472063
7552,-97.02068263460149
7771,-66.81849219445337
7289,-73.66484320704092
8006,-90.37101164255489
7904,-76.6921583952402
7456,-68.58650565315236
8092,-67.92507581301231
7642,-99.00631771590758
7674,-90.00433705169905
7685,-74.2996120655929
6648,-73.7269539253806
7353,-97.6096086071824
6640,-71.84601478819002
7988,-75.0991094464456
8022,-96.59254629425902
7041,-70.85794229228247
8053,-91.02473486382712
7465,-78.46369775366236
7982,-85.1672934496795
7643,-77.26642841454793
7657,-84.57318017427076
7221,-90.4003300199305
7921,-73.09669508580316
7527,-76.16251561213483
7151,-83.64752756599535
7599,-84.130879750291
7946,-79.64709538016666
6738,-62.93579801712383
7585,-72.64767239038099
7287,-95.62199052591075
8033,-70.29484465886105
6729,-79.25031731073011
7031,-74.31915507819701
8122,-90.29237822983612
8176,-91.15360071305383
