ID,energy
7475,-6.71e-43
8126,-2.6422326e-34
6986,-4.6778675e-31
7252,-1.5944986e-32
7830,-1.1664711e-32
7190,-8.4378695e-35
7989,-1.5019701e-35
7890,-4.2790357e-30
8080,-9.19e-43
7601,-5.5197094e-36
7259,-4.1654e-40
6955,-1.9546815e-37
8185,-8.5644145e-33
6928,-7.0062e-40
7275,-1.2309492e-32
7791,-3.683361e-37
7091,-9.737238e-33
6806,-4.5659017e-37
8023,-1.41085e-39
8098,-7.67076e-40
7816,-1.8553688e-31
8032,-5.2792017e-33
7793,-1.1751766e-31
7702,-6.5512963e-35
7364,-7.31e-43
6685,-4.517254e-37
8172,-3.21833e-40
7235,-1.9175793e-27
7148,-2.3569454e-34
7884,-5.1293803e-34
7188,-3.0480236e-32
7411,-5.4113142e-37
7068,-1.4774998e-28
7501,-2.3164475e-37
7043,-1.5509758e-31
6911,-4.1460466e-34
8168,-6.59e-43
7570,-3.616786e-33
7231,-1.802616e-34
7025,-6.072378e-35
6848,-1.6383643e-37
7184,-2.1951269e-37
7223,-2.8163838e-30
7220,-2.38944e-40
6656,-4.238953e-31
8141,-3.76207e-40
8181,-1.8177563e-30
8088,-4.611307e-22
7629,-6.56e-43
6908,-2.6203367e-37
7135,-1.7677867e-31
7915,-3.9340196e-33
7883,-7.013921e-34
7240,-1.3397274e-28
7706,-1.2814685e-34
7027,-1.7975013e-33
7926,-3.5052008e-26
7263,-1.4232043e-34
7647,-9.474498e-30
6815,-6.65056e-40
6909,-3.9955053e-30
6919,-2.1622656e-37
8073,-7.2282504e-37
7261,-2.2212707e-32
6872,-5.0913e-37
7649,-1.8220331e-37
7782,-9.203668e-27
7087,-6.57328e-40
7493,-2.8052326e-30
6884,-4.352674e-31
6916,-2.212158e-37
7013,-4.5243043e-31
6990,-1.8166557e-28
6611,-2.3774851e-37
7736,-4.843275e-37
8012,-7.5365195e-37
7258,-2.98584e-40
6821,-1.9129275e-32
7548,-1.19547956e-29
7138,-4.75581e-40
7313,-8.2242776e-29
6595,-3.9172187e-25
7459,-2.01182e-40
7288,-1.0506332e-37
7775,-5.342234e-30
6702,-4.232532e-34
6670,-3.5406657e-26
7476,-5.2012316e-37
7503,-1.6469956e-34
7888,-3.5094278e-34
7539,-9.7709065e-34
7167,-6.792199e-31
7471,-2.2689757e-37
7333,-5.8829784e-32
8036,-2.5534506e-32
7020,-2.7600426e-25
6932,-3.382263e-28
7074,-3.7075795e-37
8234,-1.1796501e-31
6890,-1.6529766e-32
7541,-2.5484906e-37
7440,-1.5022693e-26
7039,-4.287023e-31
7854,-3.23041e-40
7484,-3.4503373e-30
7099,-1.8234196e-34
7122,-5.2188515e-33
7760,-1.24526e-39
7977,-9.480128e-32
8145,-6.03576e-40
7987,-3.7003418e-24
7046,-6.90819e-32
7712,-9.215656e-33
7863,-3.98225e-40
7651,-9.1094515e-30
7212,-1.3415601e-33
8179,-1.2581132e-32
7061,-1e-45
7017,-3.4994629e-37
8100,-6.01e-43
7292,-4.872607e-31
7304,-4.221268e-31
6705,-3.307492e-37
8063,-1.247856e-32
7618,-1.324866e-37
7051,-8.23406e-40
6601,-8.491071e-30
7981,-6.95624e-40
7956,-1.5879046e-27
7505,-1.688817e-31
8075,-6.12e-43
7024,-9.589527e-34
7843,-1.47296e-40
6862,-3.5525335e-32
8220,-3.4341153e-33
7056,-1.12e-43
7454,-4.3658875e-34
7569,-2.1516182e-37
7922,-2.6844004e-37
7604,-1.0408085e-36
6739,-2.4524653e-32
7662,-4.3012004e-35
7139,-6.721064e-38
6664,-7.58e-43
7264,-3.650122e-32
8111,-1.248132e-39
6888,-3.03666e-40
8163,-1.9338319e-31
8065,-2.829242e-37
7426,-1.9390518e-26
7228,-4.800167e-27
7227,-6.034968e-35
7497,-7.2e-43
6992,-2.861357e-23
7535,-9.663221e-35
7186,-3.068991e-31
7908,-9.5501186e-30
7794,-2.1719164e-34
7085,-2.1643446e-30
7866,-9.556161e-24
6701,-2.4968384e-27
6935,-1.138746e-39
7962,-2.858987e-32
7193,-3.9215456e-37
8190,-7.917218e-27
7636,-8.550304e-20
7234,-2.812237e-32
7724,-7.664451e-33
7798,-1.370753e-39
7555,-6e-43
7514,-5.42936e-40
6679,-5.715305e-32
7255,-2.727946e-35
8074,-6.562171e-29
6694,-7.875457e-30
7195,-7.15e-43
6654,-3.3959125e-37
6834,-6.247244e-33
7786,-1.4027239e-32
