ID,energy
7475,-97.124466
8126,-77.75585
6986,-71.03087
7252,-72.46148
7830,-73.103615
7190,-76.94811
7989,-79.40056
7890,-68.606155
8080,-96.28348
7601,-80.53457
7259,-90.36868
6955,-83.76229
8185,-74.24382
6928,-90.38751
7275,-72.98539
7791,-83.67226
7091,-72.42378
6806,-83.74826
8023,-90.269684
8098,-90.12128
7816,-71.352905
8032,-74.61682
7793,-70.22519
7702,-78.107346
7364,-97.033226
6685,-83.05184
8172,-91.16995
7235,-61.856594
7148,-77.58351
7884,-76.02976
7188,-72.583176
7411,-83.86272
7068,-64.88111
7501,-83.84464
7043,-71.53638
6911,-77.574844
8168,-97.26579
7570,-74.841354
7231,-78.01403
7025,-78.370445
6848,-84.33152
7184,-83.93208
7223,-67.98161
7220,-91.11528
6656,-69.611885
8141,-90.117645
8181,-67.86749
8088,-48.749207
7629,-97.10382
6908,-82.93623
7135,-70.73747
7915,-75.59548
7883,-77.41645
7240,-64.64552
7706,-79.02355
7027,-75.72439
7926,-59.205833
7263,-77.70731
7647,-66.77056
6815,-90.131714
6909,-67.82012
6919,-83.841
8073,-82.876305
7261,-73.0888
6872,-83.702576
7649,-84.917145
7782,-60.408524
7087,-90.00454
7493,-69.18735
6884,-69.13943
6916,-84.26863
7013,-70.61196
6990,-64.28836
6611,-84.28947
7736,-83.76464
8012,-83.36215
7258,-91.04871
6821,-72.55831
7548,-68.86927
7138,-89.53456
7313,-64.53361
6595,-56.438534
7459,-91.22201
7288,-84.109184
7775,-67.68159
6702,-73.73588
6670,-58.13357
7476,-83.79585
7503,-77.12654
7888,-77.062065
7539,-75.324265
7167,-68.04599
7471,-84.092316
7333,-71.95518
8036,-72.54548
7020,-56.75002
6932,-62.29093
7074,-84.40065
8234,-70.69243
6890,-74.387764
7541,-84.89782
7440,-59.988056
7039,-70.07023
7854,-90.8718
7484,-67.472626
7099,-78.74829
7122,-74.014404
7760,-90.44834
7977,-70.9459
8145,-90.04346
7987,-53.51736
7046,-72.52535
7712,-74.23192
7863,-90.7036
7651,-66.317924
7212,-76.23905
8179,-73.356064
7061,-103.47116
7017,-84.4601
8100,-97.31617
7292,-70.82786
7304,-69.23627
6705,-82.92151
8063,-72.643524
7618,-84.98473
7051,-90.227646
6601,-66.87944
7981,-90.15604
7956,-61.225952
7505,-71.03591
8075,-97.02478
7024,-76.19393
7843,-91.634735
6862,-71.9399
8220,-75.40608
7056,-98.23517
7454,-76.84726
7569,-84.43965
7922,-84.32917
7604,-82.333984
6739,-72.43781
7662,-77.71412
7139,-84.7058
6664,-96.86763
7264,-73.653275
8111,-88.99542
6888,-90.92376
8163,-70.24334
8065,-83.62009
7426,-59.7023
7228,-61.04097
7227,-78.576195
7497,-97.07063
6992,-53.129017
7535,-77.32371
7186,-70.369
7908,-66.47729
7794,-77.44822
7085,-67.54561
7866,-53.830425
6701,-61.699306
6935,-89.21502
7962,-71.549095
7193,-83.48503
8190,-60.40179
7636,-44.292904
7234,-71.861916
7724,-74.60491
7798,-89.202705
7555,-97.186646
7514,-90.185684
6679,-72.563446
7255,-79.40388
8074,-63.88559
6694,-66.507576
7195,-96.85546
6654,-84.779434
6834,-74.33736
7786,-73.326294
7209,-90.78254
6631,-69.59744
7935,-96.67138
8147,-91.11343
7749,-90.140564
