ID,energy
id_7475.xyz,-77.77510735326307
id_8126.xyz,-76.93186917848428
id_6986.xyz,-77.3390390186334
id_7252.xyz,-86.95148546155444
id_7830.xyz,-76.53208014889339
id_7190.xyz,-79.13287585311365
id_7989.xyz,-74.771492484043
id_7890.xyz,-82.47827414004334
id_8080.xyz,-72.49466659395286
id_7601.xyz,-79.6510864218638
id_7259.xyz,-73.6723192504833
id_6955.xyz,-78.30187337284339
id_8185.xyz,-74.67239116489338
id_6928.xyz,-74.85359001277297
id_7275.xyz,-75.92678498856337
id_7791.xyz,-79.01589792691351
id_7091.xyz,-74.28905037039326
id_6806.xyz,-84.18087218982414
id_8023.xyz,-74.34046841220292
id_8098.xyz,-83.80292391279404
id_7816.xyz,-70.16801885726278
id_8032.xyz,-69.54918476776331
id_7793.xyz,-66.45699756714295
id_7702.xyz,-76.76681395881354
id_7364.xyz,-80.39655388410335
id_6685.xyz,-75.59187984613358
id_8172.xyz,-67.47826180956285
id_7235.xyz,-82.47368871852385
id_7148.xyz,-77.92054286827388
id_7884.xyz,-78.16083813411393
id_7188.xyz,-78.06671041732353
id_7411.xyz,-74.11646885633293
id_7068.xyz,-81.05405003909344
id_7501.xyz,-78.25381495621366
id_7043.xyz,-74.99014001940351
id_6911.xyz,-73.05444273172373
id_8168.xyz,-75.62775602415297
id_7570.xyz,-82.55528052102079
id_7231.xyz,-80.33511948245348
id_7025.xyz,-78.8817388746139
id_6848.xyz,-75.46765375711337
id_7184.xyz,-73.10243252073396
id_7223.xyz,-74.07664013426309
id_7220.xyz,-80.56155364153288
id_6656.xyz,-72.97816137789331
id_8141.xyz,-79.72170503210354
id_8181.xyz,-84.65837955781316
id_8088.xyz,-74.82407323743303
id_7629.xyz,-73.02636203506347
id_6908.xyz,-75.52580320114322
id_7135.xyz,-73.85026910751318
id_7915.xyz,-79.68291718143378
id_7883.xyz,-78.32369192931327
id_7240.xyz,-81.01507810081357
id_7706.xyz,-82.14026528532057
id_7027.xyz,-68.24213459822323
id_7926.xyz,-86.36094200808408
id_7263.xyz,-70.05458631418338
id_7647.xyz,-77.69148077772324
id_6815.xyz,-71.01031130454257
id_6909.xyz,-74.14304415884334
id_6919.xyz,-75.81083703616338
id_8073.xyz,-79.05511897639305
id_7261.xyz,-77.25496683251353
id_6872.xyz,-80.29294606809363
id_7649.xyz,-68.76683074137222
id_7782.xyz,-77.56776854076294
id_7087.xyz,-80.75576269251322
id_7493.xyz,-83.2751501976938
id_6884.xyz,-76.09180758483342
id_6916.xyz,-76.47516090310391
id_7013.xyz,-78.4514817125632
id_6990.xyz,-83.07468948079402
id_6611.xyz,-88.45457547352494
id_7736.xyz,-75.61755486432324
id_8012.xyz,-84.22951330460359
id_7258.xyz,-74.35203055126335
id_6821.xyz,-76.57555400898319
id_7548.xyz,-80.55557648910352
id_7138.xyz,-79.3540234231933
id_7313.xyz,-82.69628367062327
id_6595.xyz,-80.0616805503637
id_7459.xyz,-81.08506317903286
id_7288.xyz,-77.52230447176319
id_7775.xyz,-71.76714334617316
id_6702.xyz,-74.2394179611736
id_6670.xyz,-80.56849777192349
id_7476.xyz,-77.57382448120255
id_7503.xyz,-78.99080161123352
id_7888.xyz,-77.79517075102365
id_7539.xyz,-76.04912583865325
id_7167.xyz,-77.95307103030288
id_7471.xyz,-79.41667651229345
id_7333.xyz,-79.41021816389394
id_8036.xyz,-74.44753858779333
id_7020.xyz,-74.67306944253383
id_6932.xyz,-80.33793545786374
id_7074.xyz,-74.57724757497371
id_8234.xyz,-76.48718868997322
id_6890.xyz,-80.45815712721387
id_7541.xyz,-72.59925825313317
id_7440.xyz,-78.57908167316367
id_7039.xyz,-81.19010011377374
id_7854.xyz,-80.37637915459398
id_7484.xyz,-76.05564410775274
id_7099.xyz,-75.58333692318355
id_7122.xyz,-85.64669171908413
id_7760.xyz,-82.44933297388376
id_7977.xyz,-65.6875691218725
id_8145.xyz,-71.54031098252342
id_7987.xyz,-81.33051270218404
id_7046.xyz,-78.25549906313373
id_7712.xyz,-78.42020612836413
id_7863.xyz,-81.61901648820398
id_7651.xyz,-86.59125296026436
id_7212.xyz,-78.99364805268392
id_8179.xyz,-94.23082431086544
id_7061.xyz,-67.5041491852431
id_7017.xyz,-74.6815909367731
id_8100.xyz,-79.23914850534345
id_7292.xyz,-80.25327896404346
id_7304.xyz,-73.0215846442833
id_6705.xyz,-73.93273212035338
id_8063.xyz,-78.49786055381355
id_7618.xyz,-73.25617372318239
id_7051.xyz,-75.2318847172134
id_6601.xyz,-77.44274239996332
id_7981.xyz,-73.98487900498291
id_7956.xyz,-68.21200116524335
id_7505.xyz,-72.3725509789634
id_8075.xyz,-82.94847970329401
id_7024.xyz,-79.65734014813374
id_7843.xyz,-73.05845745200341
id_6862.xyz,-75.65152001482357
id_8220.xyz,-74.22235325111212
id_7056.xyz,-76.37958950217349
id_7454.xyz,-73.89681890881299
id_7569.xyz,-79.70183576516149
id_7922.xyz,-77.67460037006305
id_7604.xyz,-75.25947401050294
id_6739.xyz,-83.72487926668386
id_7662.xyz,-81.43730743127416
id_7139.xyz,-80.75180573947378
id_6664.xyz,-74.63218344186379
id_7264.xyz,-79.23666399118365
