id,energy
7475,-97.19878286400568
8126,-86.56834951644458
6986,-85.2179550429845
7252,-73.21802065223255
7830,-80.36655302580328
7190,-82.37888976395391
7989,-81.14924522171397
7890,-77.48888611680374
8080,-85.14343921467368
7601,-83.06883775516333
7259,-81.06862008324289
6955,-85.92706704333425
8185,-77.06543025030264
6928,-82.26141080037397
7275,-84.73276346102338
7791,-78.3112756285438
7091,-79.05077183661308
6806,-85.4184575088732
8023,-78.89605783307283
8098,-75.15709057865364
7816,-63.19519878690252
8032,-72.82150808602304
7793,-71.7905088216629
7702,-77.47879506078338
7364,-89.9691348444148
6685,-86.16024378440385
8172,-90.86625943982519
7235,-75.7216951428739
7148,-79.01786040752357
7884,-73.00146283042316
7188,-77.59157103714296
7411,-83.61725291834402
7068,-81.87479569775303
7501,-68.19542229131277
7043,-91.24587214087457
6911,-80.4670240875841
8168,-82.1059050767231
7570,-77.97932269992319
7231,-73.9370048131136
7025,-76.78128202796366
6848,-81.76154766636385
7184,-81.60202180606395
7223,-75.95737084012387
7220,-72.0776977727928
6656,-86.31541965335455
8141,-74.07051072180063
8181,-71.44994842198255
8088,-73.58896731807361
7629,-85.34824632744434
6908,-74.58145612200333
7135,-79.92812864281285
7915,-75.51951135599289
7883,-72.45072853292291
7240,-75.14042944109312
7706,-78.10325036258381
7027,-75.99994976031415
7926,-67.44566244290365
7263,-76.9494806530837
7647,-70.24656101438259
6815,-72.78831111452307
6909,-76.2265473960528
6919,-69.0476604893027
8073,-78.53930897425172
7261,-73.83733246016259
6872,-80.0233135940439
7649,-87.17351159185462
7782,-73.17918305883344
7087,-76.44743007119386
7493,-67.94262333865245
6884,-76.49698035171103
6916,-72.51212929742343
7013,-80.05951018392273
6990,-78.19395354511184
6611,-83.0192853301139
7736,-75.70405578356254
8012,-81.38260618768298
7258,-68.7203288964928
6821,-76.34444869467364
7548,-74.45341786282252
7138,-83.08929368270387
7313,-71.17052488780244
6595,-68.07214612064313
7459,-89.9063077936151
7288,-83.14133957756421
7775,-75.6545286000534
6702,-84.63842849771122
6670,-75.70031023200335
7476,-84.54708861662435
7503,-82.01234643678221
7888,-83.40039099235297
7539,-87.11016624081465
7167,-69.5717383819821
7471,-85.14274588163397
7333,-70.73190437904313
8036,-74.10531825912282
7020,-69.2627260181225
6932,-66.22761381690123
7074,-75.90963226632363
8234,-86.26124181533437
6890,-74.07193072325285
7541,-78.22683423290285
7440,-75.7154226626825
7039,-72.63342000841189
7854,-90.93860505497516
7484,-63.55370873669268
7099,-79.81482046168415
7122,-77.43199028371382
7760,-79.12536801831325
7977,-79.77279798762392
8145,-76.49155644049284
7987,-71.77262123040276
7046,-80.15384991843301
7712,-78.39966565577352
7863,-84.76849262462441
7651,-72.46327983683214
7212,-68.1773841707926
8179,-82.11161970751317
7061,-94.71708020479556
7017,-83.11096153517268
8100,-80.52272152037365
7292,-64.63674248261248
7304,-82.64980955454406
6705,-75.61509830103277
8063,-86.76176068854387
7618,-73.77299400420343
7051,-71.03408294243317
6601,-80.13829831647317
7981,-87.22322833988451
7956,-68.59146019623951
7505,-76.77024864887373
8075,-77.88707331339273
7024,-67.19529395231272
7843,-80.50057807473301
6862,-64.81959615888267
8220,-85.71078257109423
7056,-74.48497935751296
7454,-77.13244639635394
7569,-84.29221255341426
7922,-81.46590186436403
7604,-75.16579175920268
6739,-79.38720535542363
7662,-80.73592590560389
7139,-84.41482076202408
6664,-88.61827275643502
7264,-72.41060373649282
8111,-83.25971378014418
6888,-90.91523081291479
8163,-74.46702637752314
8065,-82.39633406351295
7426,-75.97105816645349
7228,-76.14741009791355
7227,-73.1110408774631
7497,-90.28902382085447
6992,-69.35016650492236
7535,-79.6297286942329
7186,-71.40274043882329
7908,-74.7049189070836
7794,-75.20510833276357
7085,-72.0227942145304
7866,-60.88202000854256
6701,-81.17749395511312
6935,-81.36011144854416
7962,-70.51029443588345
7193,-86.53367260687433
8190,-74.21764471649345
7636,-62.92876846416293
7234,-88.51457580925464
7724,-78.05747256480302
7798,-84.43769420652407
7555,-76.89969485678354
7514,-79.15952944557388
6679,-84.57008111700408
7255,-77.53627532074344
8074,-59.17884588185179
6694,-77.27414491878356
7195,-81.53142946343182
6654,-83.81537543244427
6834,-73.47235494051215
7786,-82.31940961755427
7209,-88.76573794817483
6631,-68.02609061821306
7935,-96.41889957294559
8147,-78.69354951196382
7749,-77.08487789498335
6710,-81.47812349962366
7185,-84.34311852866415
6751,-84.78068661579441
7404,-81.14159199621207
7653,-70.70759866017265
7038,-74.0496859631737
7605,-78.70134020853358
8000,-83.59186995701421
7725,-64.93534072831318
7453,-72.79653949769205
6711,-75.01510446553173
7519,-87.51031965023478
6898,-77.77976146978295
8089,-83.85683546776316
7424,-35.21055007260594
6616,-74.62579745623248
8184,-65.18104384813066
6813,-84.62715795337462
6901,-81.01541558575342
7722,-65.83507861926218
6809,-73.88584219579343
7690,-85.23743208384386
7552,-81.3653680337644
7771,-60.149819021831924
7289,-85.6421409331441
8006,-76.27655993407296
7904,-79.20521680050277
7456,-76.6253186579133
8092,-74.08038810301379
7642,-86.90185843739441
7674,-84.2908477178935
7685,-82.39148090515383
6648,-72.00052968084303
7353,-86.33993806296448
6640,-76.47232313393366
7988,-79.81486767677387
8022,-86.28858669345453
7041,-76.66308870340332
8053,-82.47336347092431
7465,-69.38086579012266
7982,-73.09566459788297
7643,-81.684999314164
7657,-70.27058975710153
7221,-78.58343481238312
7921,-74.38105946579245
7527,-76.1185833550817
7151,-78.79539987503406
7599,-73.20391259277253
7946,-66.60746613519191
6738,-66.83157543967295
7585,-74.56206750522395
7287,-77.58305664761384
8033,-79.07933490605399
6729,-81.84118118708126
7031,-79.28795717318395
8122,-80.55247216294393
8176,-90.5839166535649
7944,-79.92868275697387
8078,-70.61941072625179
7893,-85.19081948244431
7963,-85.11155637972465
7762,-87.19537606357433
7015,-71.58963415681048
6951,-80.5641044018944
6597,-83.48851914709265
6869,-80.14794980689102
7903,-80.26208937790396
7199,-74.05905543025243
7433,-87.65546629949448
7835,-79.91179229865337
7720,-77.56264291471386
6687,-74.47048821364343
7842,-82.23103628222408
6778,-84.31309166278463
8034,-78.07174054130336
7372,-84.48919534627429
7019,-79.00930723829187
6682,-41.402488692308516
7003,-90.82467420085504
6764,-73.04271663718347
7409,-78.78544383464177
7502,-65.56698165701192
7839,-79.8098201941935
7315,-70.34193887680225
6864,-79.20271434422361
7610,-71.30032412990202
7004,-78.5419797981623
7105,-84.78456256235437
7026,-74.16104022446336
6903,-70.93936146358075
7359,-75.76593183184359
7386,-79.6693890294438
6782,-72.84895358196299
7849,-75.28291337122363
7219,-83.19572066636279
8187,-75.55427503626356
6624,-80.38240206814392
6691,-77.95546950327355
8214,-36.65493771762217
7473,-78.22202866721379
7239,-73.22880719706218
6602,-67.31971675683114
8013,-71.26597070333204
7028,-78.71730545903335
8170,-85.34978574010442
6960,-79.22544434941244
6606,-72.63378089282374
7673,-82.67917626007349
7205,-83.11859481835249
7939,-64.25813446891232
8119,-69.43394659423353
7338,-62.130324224631906
7923,-72.33948715639305
7975,-79.19957249768353
7654,-81.0279719340415
7397,-82.81448251151416
6962,-61.55630207166345
7880,-84.98485093617377
7326,-81.20363654316363
7290,-75.51631576336212
7964,-79.68439613657327
6675,-60.86721059108242
7462,-88.1199841790843
8113,-75.61352629628178
7346,-86.2429074098843
7206,-80.95998686120367
7606,-77.93290356019426
7452,-83.14336275782411
7937,-76.92469183247347
7828,-83.190355539283
7947,-83.20857329775366
8121,-77.66889429589335
6785,-74.36175862053364
6832,-81.53653665373399
6920,-88.16962006849307
6963,-76.46908261482388
7474,-89.01815356959473
7487,-73.09446973703375
7172,-77.48268859983148
7002,-84.0491467206142
6744,-89.73523882335489
6703,-74.80921553569233
6613,-83.9978538062827
6874,-74.39971276225299
7518,-84.75772830372436
7582,-85.73886618365472
7480,-80.91779983711378
6822,-81.40061702388408
8029,-74.61048321783238
7023,-71.95179547144217
6717,-85.74930740955439
7332,-75.59191003130222
7639,-84.04826944294393
7809,-58.37617279211227
8039,-79.77217227543417
8004,-79.5484497249542
7621,-75.9154204296416
7052,-90.09400282025484
6723,-77.55107995602333
7701,-73.2290554681537
8159,-82.27260800016418
7590,-88.31469643333425
6646,-72.96822528862361
6735,-80.59946699494333
7382,-90.1473035259251
7856,-79.59766224951387
8155,-85.61632183379358
7677,-79.0315921046536
7718,-74.7979788552233
6758,-77.43954749248364
8138,-76.05324452374263
7958,-71.67825024657314
7746,-68.27892199637276
6707,-72.7313810915936
7182,-83.13036417142382
7969,-75.56441949263356
6966,-72.87307741360229
7580,-76.60688001586354
7800,-75.21318846629173
8233,-86.00511586331457
7826,-84.8918007906446
7250,-86.90456656279478
6945,-69.42687878356205
7011,-73.88470632595312
8046,-85.31672742654415
6941,-61.14234724584275
6692,-78.1572641538035
6891,-73.16458228068323
6722,-82.9094517056541
8197,-76.57693008599223
7260,-85.07808438722422
7159,-71.1516917398339
7714,-71.06869480677311
7683,-71.6876100421221
7149,-76.04490745364421
6876,-79.39936508119291
7589,-85.72532515428357
8140,-79.4158336294831
7104,-72.49963049139326
8001,-87.86560921005479
6900,-66.20013645050271
7723,-74.58373755088323
7157,-82.26353870587398
7349,-75.21924766277374
7633,-80.27364469972368
7627,-88.37016944353421
7715,-80.5776647407333
6804,-78.59900232057379
7380,-96.03535806020557
7350,-81.55235094694358
7795,-82.18553733310401
7417,-87.82439974638439
7914,-80.79045866987411
7620,-75.47333838789348
7994,-77.18428881980302
7550,-77.9669973119631
7634,-78.8837239151323
7478,-78.34226533976326
8085,-78.63466279931409
7496,-80.12627968245327
6841,-66.9910633890529
7911,-88.73919980374504
7285,-58.042283801822265
6940,-69.34732505422143
8224,-81.23737718699327
7640,-61.160972857572325
6740,-87.79863194745447
7731,-53.55696324187166
7929,-83.25364981630455
6767,-85.98605404434447
7689,-86.3602347532646
6967,-83.14067994740391
7799,-78.34044707786181
8091,-77.49811931221333
7191,-78.13726004995276
8178,-77.565565003624
7109,-90.89019579394491
7492,-84.04119146148398
7273,-77.41434297928248
7508,-81.23833391951416
6603,-79.9385282467927
7598,-77.80897200076357
7536,-83.136027242654
7949,-82.44504472428332
